id_credito,segmento,provincia,ingreso_mensual,deuda_ingreso,antiguedad_meses,dias_mora,saldo,score,pd_12m,lgd,ead,perdida_esperada,incumplimiento,clasificacion
EC-001102,Microcrédito,Pichincha,786.92,0.2027,125,0,2298.84,816,0.002,0.6686,1841.44,2.46,0,Normal
EC-001103,Vivienda,El Oro,1349.58,0.1144,76,0,57269.34,888,0.002,0.25,44548.98,22.27,0,Normal
EC-001104,Vivienda,Los Ríos,727.45,0.8063,128,90,45255.16,542,0.0685,0.25,43679.32,748.05,0,Dudoso
EC-001105,Consumo,Imbabura,3329.82,0.4746,129,0,915.13,864,0.002,0.5812,790.98,0.92,0,Normal
EC-001106,Vivienda,Azuay,13626.93,0.3953,96,0,81654.66,805,0.002,0.25,66232.09,33.12,0,Normal
EC-001107,Consumo,Manabí,1740.03,0.6133,169,0,3576.91,750,0.002,0.5889,3322.64,3.91,0,Normal
EC-001108,Microcrédito,El Oro,747.41,0.5345,158,0,1543.98,809,0.002,0.5839,1480.52,1.73,0,Normal
EC-001109,Comercial,Imbabura,3963.96,0.2263,29,15,26470.09,812,0.002,0.585,22335.05,26.13,0,Vigilancia
EC-001110,Consumo,Manabí,1376.77,0.1363,42,0,10723.22,880,0.002,0.5728,8267.55,9.47,0,Normal
EC-001111,Consumo,Azuay,5138.8,0.5322,172,60,8276.95,625,0.00846,0.6198,8263.83,43.35,0,Deficiente
EC-001112,Microcrédito,Imbabura,1838.46,0.1705,73,0,7047.16,824,0.002,0.6783,5782.29,7.84,0,Normal
EC-001113,Productivo,Los Ríos,1464.57,0.1763,56,180,8973.81,684,0.02112,0.3683,6977.51,54.27,0,Pérdida
EC-001114,Comercial,Manabí,1967.12,0.6383,144,5,14343.48,772,0.002,0.5141,10742.21,11.04,0,Vigilancia
EC-001115,Comercial,Pichincha,3613.94,0.169,109,0,39886.05,880,0.002,0.6183,30101.17,37.22,0,Normal
EC-001116,Consumo,El Oro,1904.88,0.2915,24,5,7217.65,820,0.002,0.35,7102.54,4.97,0,Vigilancia
EC-001117,Consumo,Los Ríos,1598.99,0.6175,17,0,7273.04,762,0.002,0.5299,7164.42,7.59,0,Normal
EC-001118,Vivienda,Chimborazo,1940.61,0.0783,146,120,30236.56,724,0.00382,0.25,26070.61,24.88,0,Pérdida
EC-001119,Consumo,Manabí,966.13,0.6262,138,30,2715.7,621,0.00724,0.4133,2481.6,7.43,0,Vigilancia
EC-001120,Vivienda,Guayas,2858.55,0.0782,64,0,84469.44,900,0.002,0.25,80511.17,40.26,0,Normal
EC-001121,Productivo,El Oro,691.34,0.2361,156,0,9901.14,793,0.002,0.6105,8674.26,10.59,0,Normal
EC-001122,Consumo,Los Ríos,1654.61,0.117,23,180,3348.53,690,0.01751,0.372,3036.3,19.77,0,Pérdida
EC-001123,Vivienda,Chimborazo,3617.72,0.2884,157,15,32171.59,813,0.002,0.25,31874.09,15.94,0,Vigilancia
EC-001124,Consumo,Pichincha,2689.15,0.3057,15,0,1930.37,803,0.002,0.62,1483.13,1.84,0,Normal
EC-001125,Microcrédito,Azuay,3241.23,0.1288,115,0,2554.87,823,0.002,0.617,1938.79,2.39,0,Normal
EC-001126,Microcrédito,Manabí,2116.93,0.3286,152,0,2154.89,745,0.002,0.5448,2005.88,2.19,0,Normal
EC-001127,Microcrédito,Pichincha,4723.64,0.1443,112,15,6413.65,806,0.002,0.4873,5880.88,5.73,0,Vigilancia
EC-001128,Productivo,Los Ríos,4028.12,0.3604,141,5,14103.05,834,0.002,0.3849,10888.5,8.38,0,Vigilancia
EC-001129,Productivo,Guayas,2951.27,0.1676,62,45,11930.93,731,0.002,0.6178,9600.54,11.86,0,Deficiente
EC-001130,Comercial,Tungurahua,4035.58,0.3611,52,0,10353.77,769,0.002,0.4298,9441.31,8.12,0,Normal
EC-001131,Comercial,Chimborazo,3596.71,0.1128,48,5,38075.04,862,0.002,0.6514,32684.47,42.58,0,Vigilancia
EC-001132,Microcrédito,Tungurahua,1659.63,0.3028,21,0,3175.28,762,0.002,0.606,3080.57,3.73,0,Normal
EC-001133,Consumo,Imbabura,921.93,0.1585,50,30,1828.05,771,0.002,0.3767,1744.7,1.31,0,Vigilancia
EC-001134,Productivo,Azuay,2902.23,0.2261,45,0,18097.71,829,0.002,0.5597,15498.76,17.35,0,Normal
EC-001135,Comercial,Los Ríos,3149.37,0.368,137,60,55915.66,736,0.002,0.6538,50699.96,66.3,0,Deficiente
EC-001136,Consumo,Manabí,4486.4,0.1434,39,0,6276.5,811,0.002,0.6401,5649.91,7.23,0,Normal
EC-001137,Microcrédito,Pichincha,1201.58,0.0454,30,15,3312.71,841,0.002,0.5524,2470.56,2.73,0,Vigilancia
EC-001138,Microcrédito,Loja,1225.15,0.0386,132,60,5160.12,807,0.002,0.4067,4330.2,3.52,0,Deficiente
EC-001139,Consumo,Loja,2977.79,0.3116,97,30,8262.09,731,0.002,0.5745,6966.32,8.0,0,Vigilancia
EC-001140,Productivo,El Oro,2108.52,0.4803,39,0,71283.45,771,0.002,0.5698,69234.97,78.9,0,Normal
EC-001141,Microcrédito,Azuay,648.24,0.5346,128,15,5975.36,708,0.002,0.5443,5783.42,6.3,0,Vigilancia
EC-001142,Vivienda,Manabí,2818.11,0.5122,39,0,75313.97,763,0.002,0.25,55441.47,27.72,0,Normal
EC-001143,Vivienda,Manabí,662.44,0.2207,142,0,12698.82,851,0.002,0.25,12148.29,6.07,0,Normal
EC-001144,Vivienda,Loja,1194.62,0.7565,6,45,15452.91,621,0.01213,0.25,13772.73,41.76,0,Deficiente
EC-001145,Microcrédito,Tungurahua,5316.62,0.5864,107,45,2978.3,731,0.00224,0.448,2157.9,2.17,0,Deficiente
EC-001146,Microcrédito,Loja,7231.28,0.5813,108,0,2865.7,792,0.002,0.4342,2369.54,2.06,0,Normal
EC-001147,Vivienda,Imbabura,1002.07,0.1829,68,120,11259.32,699,0.00638,0.25,10906.51,17.38,0,Pérdida
EC-001148,Vivienda,Azuay,1782.72,0.4841,125,0,56868.11,789,0.002,0.25,46649.22,23.32,0,Normal
EC-001149,Microcrédito,Los Ríos,2270.38,0.3477,69,90,8051.89,717,0.00408,0.4262,7322.43,12.72,0,Dudoso
EC-001150,Vivienda,Loja,7028.98,0.1985,118,30,22599.28,827,0.002,0.25,19850.88,9.93,0,Vigilancia
EC-001151,Consumo,Pichincha,1603.0,0.6253,41,90,3342.21,548,0.04488,0.4134,2958.39,54.88,0,Dudoso
EC-001152,Vivienda,Guayas,1619.75,0.1305,103,45,32928.81,764,0.002,0.25,28141.75,14.07,0,Deficiente
EC-001153,Consumo,Los Ríos,6043.1,0.1368,137,120,6380.65,698,0.00495,0.3895,5455.81,10.52,0,Pérdida
EC-001154,Consumo,Los Ríos,1730.88,0.3932,174,5,14806.41,786,0.002,0.4679,14402.8,13.48,0,Vigilancia
EC-001155,Microcrédito,Azuay,3531.33,0.191,65,0,1574.39,852,0.002,0.484,1315.99,1.27,0,Normal
EC-001156,Consumo,Tungurahua,845.44,0.2089,86,0,3985.54,797,0.002,0.4832,3083.19,2.98,0,Normal
EC-001157,Consumo,El Oro,1975.74,0.2142,86,30,9500.68,862,0.002,0.5892,7957.05,9.38,0,Vigilancia
EC-001158,Consumo,Guayas,750.89,0.4601,155,0,6156.87,768,0.002,0.5095,5696.43,5.8,0,Normal
EC-001159,Microcrédito,Manabí,1112.06,0.6791,174,90,3683.66,604,0.02786,0.5787,3142.42,50.66,0,Dudoso
EC-001160,Vivienda,Tungurahua,3810.37,0.3809,117,0,200708.37,782,0.002,0.25,185652.65,92.83,0,Normal
EC-001161,Consumo,Chimborazo,2137.86,0.3365,148,60,4315.8,695,0.00298,0.4941,3397.14,4.99,0,Deficiente
EC-001162,Productivo,Los Ríos,1794.68,0.3096,16,0,20843.96,792,0.002,0.3796,18408.83,13.98,0,Normal
EC-001163,Vivienda,Pichincha,1357.38,0.3062,137,45,20985.04,754,0.002,0.25,20187.84,10.09,0,Deficiente
EC-001164,Consumo,Azuay,1913.28,0.4306,146,120,3061.09,623,0.02298,0.553,2657.65,33.77,0,Pérdida
EC-001165,Consumo,Manabí,2685.77,0.0883,129,0,2966.23,900,0.002,0.6129,2664.59,3.27,0,Normal
EC-001166,Vivienda,Guayas,4183.47,0.2493,106,15,21730.76,810,0.002,0.25,19776.42,9.89,0,Vigilancia
EC-001167,Vivienda,El Oro,450.0,0.1432,162,0,77459.96,837,0.002,0.25,71813.93,35.91,0,Normal
EC-001168,Microcrédito,Pichincha,1286.08,0.2723,118,45,7074.56,788,0.002,0.4373,5787.57,5.06,0,Deficiente
EC-001169,Vivienda,Guayas,2448.94,0.37,153,45,25916.75,738,0.002,0.25,23208.89,11.6,0,Deficiente
EC-001170,Consumo,Pichincha,2070.9,0.3421,33,0,11082.55,812,0.002,0.4154,9270.86,7.7,0,Normal
EC-001171,Microcrédito,Azuay,2870.37,0.6321,120,0,2038.1,701,0.002,0.364,1690.54,1.23,0,Normal
EC-001172,Vivienda,Imbabura,2627.8,0.4794,79,0,56388.91,728,0.002,0.25,48102.93,24.05,0,Normal
EC-001173,Consumo,Guayas,1811.36,0.0478,157,0,11739.67,880,0.002,0.6792,9793.09,13.3,0,Normal
EC-001174,Vivienda,Chimborazo,1567.98,0.3772,159,45,44016.84,730,0.002,0.25,32010.95,16.01,0,Deficiente
EC-001175,Microcrédito,Azuay,1882.63,0.5627,152,0,3861.87,729,0.002,0.4557,3582.88,3.27,0,Normal
EC-001176,Vivienda,Pichincha,4659.59,0.4302,39,120,22768.26,625,0.02052,0.25,20118.37,103.21,0,Pérdida
EC-001177,Microcrédito,Loja,1372.23,0.55,89,120,1406.47,597,0.03895,0.6032,1066.84,25.06,0,Pérdida
EC-001178,Microcrédito,Imbabura,2120.01,0.4147,1,90,8724.73,625,0.01274,0.4492,6920.16,39.59,0,Dudoso
EC-001179,Consumo,Guayas,2487.85,0.5265,177,5,5748.36,744,0.002,0.3573,5122.3,3.66,0,Vigilancia
EC-001180,Consumo,Pichincha,6088.93,0.3688,47,0,2009.89,808,0.002,0.5007,1738.64,1.74,0,Normal
EC-001181,Vivienda,Los Ríos,1816.74,0.3531,113,45,37420.45,708,0.00206,0.25,34522.53,17.8,0,Deficiente
EC-001182,Consumo,El Oro,4118.42,0.4151,88,15,8697.61,752,0.002,0.4694,7453.72,7.0,0,Vigilancia
EC-001183,Consumo,Loja,4918.64,0.2232,163,180,11758.36,702,0.017,0.5656,11246.85,108.17,0,Pérdida
EC-001184,Consumo,Imbabura,2118.7,0.1807,148,0,2894.25,846,0.002,0.5896,2146.63,2.53,0,Normal
EC-001185,Consumo,Los Ríos,1925.68,0.3436,140,0,4124.26,791,0.002,0.5345,3677.58,3.93,0,Normal
EC-001186,Vivienda,Loja,1783.11,0.2369,116,180,18132.14,638,0.03869,0.25,14941.5,144.51,0,Pérdida
EC-001187,Microcrédito,El Oro,1870.04,0.5218,22,45,2884.07,653,0.00524,0.3574,2324.32,4.35,0,Deficiente
EC-001188,Comercial,Pichincha,3847.8,0.655,166,0,30213.75,739,0.002,0.641,29736.97,38.12,0,Normal
EC-001189,Consumo,Loja,2566.14,0.1546,12,30,5664.32,866,0.002,0.4115,5448.32,4.48,0,Vigilancia
EC-001190,Productivo,El Oro,2573.28,0.0591,83,0,89273.93,890,0.002,0.4814,68869.52,66.3,0,Normal
EC-001191,Microcrédito,Guayas,1062.74,0.1492,69,0,1318.43,791,0.002,0.3842,970.47,0.75,0,Normal
EC-001192,Microcrédito,Chimborazo,1177.48,0.2338,71,0,3175.82,844,0.002,0.4257,3057.78,2.6,0,Normal
EC-001193,Vivienda,Chimborazo,8894.96,0.6069,176,0,21113.53,736,0.002,0.25,16202.59,8.1,0,Normal
EC-001194,Comercial,Azuay,1967.29,0.5404,42,0,144943.94,749,0.002,0.4277,142032.01,121.5,0,Normal
EC-001195,Vivienda,Loja,1334.62,0.1337,105,0,17165.03,830,0.002,0.25,13691.68,6.85,0,Normal
EC-001196,Consumo,Guayas,5598.28,0.4655,40,0,5413.3,847,0.002,0.4712,4521.53,4.26,0,Normal
EC-001197,Consumo,El Oro,2652.28,0.2351,165,0,8509.91,797,0.002,0.6102,6234.33,7.61,0,Normal
EC-001198,Productivo,Guayas,3215.7,0.2383,133,0,7364.76,849,0.002,0.5486,6411.09,7.03,0,Normal
EC-001199,Consumo,Loja,2018.82,0.2215,75,5,3871.83,798,0.002,0.4338,2992.33,2.6,0,Vigilancia
EC-001200,Vivienda,El Oro,1795.18,0.3276,15,15,28517.15,798,0.002,0.25,23974.41,11.99,0,Vigilancia
EC-001201,Microcrédito,Tungurahua,1977.86,0.4006,28,15,3055.07,769,0.002,0.6576,2986.12,3.93,0,Vigilancia
EC-001202,Microcrédito,El Oro,898.94,0.3224,44,0,3212.59,836,0.002,0.3896,2540.26,1.98,0,Normal
EC-001203,Vivienda,Azuay,2085.67,0.2491,74,0,51259.41,848,0.002,0.25,46019.53,23.01,0,Normal
EC-001204,Productivo,Imbabura,2676.92,0.7742,160,45,7639.58,627,0.01113,0.5582,5932.57,36.85,0,Deficiente
EC-001205,Consumo,Tungurahua,7352.54,0.5854,22,60,4697.55,769,0.002,0.571,4184.38,4.78,0,Deficiente
EC-001206,Consumo,Imbabura,2335.31,0.5281,104,180,4335.66,622,0.07723,0.3603,3472.7,96.63,0,Pérdida
EC-001207,Productivo,Manabí,484.34,0.5033,63,120,19844.16,566,0.05079,0.3593,18074.81,329.84,0,Pérdida
EC-001208,Microcrédito,Los Ríos,2077.48,0.3042,9,5,1360.34,798,0.002,0.4473,1272.97,1.14,0,Vigilancia
EC-001209,Consumo,Loja,13104.06,0.2397,112,60,12327.9,791,0.002,0.3765,11916.02,8.97,0,Deficiente
EC-001210,Microcrédito,Los Ríos,3878.25,0.6051,127,0,8353.62,776,0.002,0.4708,8163.22,7.69,0,Normal
EC-001211,Vivienda,Azuay,1303.65,0.454,173,30,32965.41,756,0.002,0.25,25962.39,12.98,0,Vigilancia
EC-001212,Vivienda,Azuay,3242.89,0.07,92,120,34230.16,743,0.00291,0.25,25882.05,18.81,0,Pérdida
EC-001213,Microcrédito,El Oro,1363.34,0.1578,59,45,940.04,806,0.002,0.4796,689.6,0.66,0,Deficiente
EC-001214,Microcrédito,El Oro,916.01,0.5676,154,0,1502.15,720,0.002,0.4383,1384.54,1.21,0,Normal
EC-001215,Consumo,Imbabura,1760.86,0.2627,45,0,8503.42,886,0.002,0.4891,6567.45,6.42,0,Normal
EC-001216,Microcrédito,Azuay,2343.71,0.5231,123,0,2946.57,838,0.002,0.6132,2781.7,3.41,0,Normal
EC-001217,Consumo,Los Ríos,653.99,0.2948,170,0,2489.74,837,0.002,0.6242,2465.21,3.08,0,Normal
EC-001218,Microcrédito,Loja,1046.33,0.4505,1,45,2807.07,697,0.0029,0.4889,2137.39,3.03,0,Deficiente
EC-001219,Productivo,El Oro,2223.23,0.2081,167,15,36339.14,823,0.002,0.481,29047.06,27.94,0,Vigilancia
EC-001220,Consumo,Chimborazo,1693.73,0.407,38,0,15077.02,766,0.002,0.4144,13067.83,10.83,0,Normal
EC-001221,Consumo,El Oro,2854.43,0.0853,87,15,8054.82,839,0.002,0.6719,6770.51,9.1,0,Vigilancia
EC-001222,Consumo,Tungurahua,1002.71,0.5141,47,0,2987.37,673,0.002,0.4526,2507.2,2.27,0,Normal
EC-001223,Vivienda,Chimborazo,3512.82,0.4351,27,0,66162.13,830,0.002,0.25,51658.7,25.83,0,Normal
EC-001224,Productivo,Chimborazo,1023.06,0.4927,127,0,31905.78,809,0.002,0.4919,30916.07,30.41,0,Normal
EC-001225,Consumo,Manabí,6423.88,0.158,87,0,3417.84,798,0.002,0.3765,3113.12,2.34,0,Normal
EC-001226,Vivienda,Manabí,723.98,0.4152,92,30,46784.31,768,0.002,0.25,35700.31,17.85,0,Vigilancia
EC-001227,Microcrédito,Guayas,1085.55,0.2846,88,30,4228.18,770,0.002,0.6571,3049.54,4.01,0,Vigilancia
EC-001228,Microcrédito,El Oro,2896.59,0.1848,135,30,1759.11,801,0.002,0.3746,1642.22,1.23,0,Vigilancia
EC-001229,Comercial,Chimborazo,6514.28,0.3832,174,0,28419.9,829,0.002,0.4294,20588.52,17.68,0,Normal
EC-001230,Consumo,Manabí,2710.2,0.1635,93,15,2662.06,767,0.002,0.4219,2572.92,2.17,0,Vigilancia
EC-001231,Consumo,Loja,3183.89,0.2875,29,0,1966.71,809,0.002,0.4276,1707.58,1.46,0,Normal
EC-001232,Productivo,Guayas,2233.66,0.0532,59,0,14702.3,868,0.002,0.665,14414.49,19.17,0,Normal
EC-001233,Consumo,Loja,1133.25,0.5265,90,5,11600.65,752,0.002,0.5838,10859.6,12.68,0,Vigilancia
EC-001234,Productivo,Azuay,1605.85,0.2969,19,15,37567.41,731,0.002,0.6535,36456.02,47.65,0,Vigilancia
EC-001235,Consumo,Chimborazo,1004.51,0.2585,42,90,6297.24,701,0.00422,0.633,5845.53,15.62,0,Dudoso
EC-001236,Consumo,El Oro,961.83,0.3812,37,0,6401.39,815,0.002,0.5562,5642.52,6.28,0,Normal
EC-001237,Consumo,Guayas,2867.33,0.5106,176,45,5371.5,727,0.0022,0.5347,4127.77,4.85,0,Deficiente
EC-001238,Microcrédito,Pichincha,1064.15,0.1255,73,0,2312.35,836,0.002,0.518,2136.01,2.21,0,Normal
EC-001239,Consumo,Los Ríos,2718.16,0.4412,159,0,979.19,883,0.002,0.5775,867.41,1.0,0,Normal
EC-001240,Consumo,Chimborazo,947.49,0.1684,100,45,2838.21,745,0.002,0.5816,2404.83,2.8,0,Deficiente
EC-001241,Vivienda,Imbabura,2677.53,0.3725,92,30,44904.35,786,0.002,0.25,39354.42,19.68,0,Vigilancia
EC-001242,Microcrédito,Guayas,1607.37,0.1599,169,60,1599.88,776,0.002,0.4982,1255.96,1.25,0,Deficiente
EC-001243,Microcrédito,Pichincha,5509.89,0.0831,125,45,2737.69,888,0.002,0.5729,2281.15,2.61,0,Deficiente
EC-001244,Consumo,Guayas,2725.53,0.1604,44,0,2636.81,854,0.002,0.4017,1990.2,1.6,0,Normal
EC-001245,Microcrédito,Imbabura,4930.81,0.1916,51,180,3797.4,699,0.01646,0.532,3169.82,27.76,0,Pérdida
EC-001246,Consumo,Imbabura,1351.31,0.4211,120,90,6537.68,683,0.00704,0.5214,5561.87,20.42,0,Dudoso
EC-001247,Productivo,Los Ríos,2290.43,0.2398,1,0,8279.91,775,0.002,0.5264,7950.17,8.37,0,Normal
EC-001248,Consumo,Pichincha,1167.12,0.4764,28,0,950.92,726,0.002,0.5186,825.03,0.86,0,Normal
EC-001249,Vivienda,Guayas,1687.76,0.2514,14,0,117497.84,799,0.002,0.25,114499.67,57.25,0,Normal
EC-001250,Comercial,Chimborazo,1862.42,0.2244,129,45,11372.38,808,0.002,0.6,11270.22,13.52,0,Deficiente
EC-001251,Consumo,Chimborazo,1377.73,0.5375,80,120,4321.63,599,0.03715,0.4588,3170.85,54.04,0,Pérdida
EC-001252,Consumo,Imbabura,1002.17,0.1021,3,45,3080.94,768,0.002,0.4657,2733.41,2.55,0,Deficiente
EC-001253,Consumo,Guayas,881.14,0.3146,134,0,9337.08,855,0.002,0.3554,7505.01,5.34,0,Normal
EC-001254,Productivo,Pichincha,482.59,0.171,119,0,11722.21,765,0.002,0.3874,11234.23,8.7,0,Normal
EC-001255,Consumo,Pichincha,1111.4,0.3481,130,0,5218.14,756,0.002,0.4366,4478.95,3.91,0,Normal
EC-001256,Vivienda,Tungurahua,3320.5,0.5189,30,0,53023.23,670,0.002,0.25,39336.02,19.67,0,Normal
EC-001257,Vivienda,Los Ríos,781.31,0.3708,158,0,36946.0,835,0.002,0.25,28825.34,14.41,0,Normal
EC-001258,Vivienda,Tungurahua,907.52,0.2458,33,0,46039.22,804,0.002,0.25,41835.32,20.92,0,Normal
EC-001259,Microcrédito,Azuay,7073.31,0.1007,103,0,2655.37,900,0.002,0.637,1971.06,2.51,0,Normal
EC-001260,Comercial,Imbabura,1460.13,0.308,101,0,98155.23,806,0.002,0.474,81090.15,76.87,0,Normal
EC-001261,Consumo,Pichincha,2720.8,0.5085,40,30,5937.83,755,0.002,0.6134,5724.39,7.02,0,Vigilancia
EC-001262,Microcrédito,Los Ríos,3352.65,0.2772,68,0,7150.34,815,0.002,0.5041,5206.71,5.25,0,Normal
EC-001263,Microcrédito,Los Ríos,3396.98,0.2755,10,0,1335.13,824,0.002,0.5852,1221.56,1.43,0,Normal
EC-001264,Comercial,Imbabura,820.98,0.296,85,5,41606.41,807,0.002,0.4676,37825.87,35.37,0,Vigilancia
EC-001265,Productivo,Los Ríos,1900.38,0.5589,122,120,10379.33,608,0.03452,0.3733,8405.25,108.32,0,Pérdida
EC-001266,Vivienda,El Oro,771.36,0.1001,56,30,38183.56,862,0.002,0.25,28697.26,14.35,0,Vigilancia
EC-001267,Consumo,Manabí,10830.34,0.4755,97,15,3799.33,714,0.002,0.58,2844.46,3.3,0,Vigilancia
EC-001268,Comercial,Loja,783.16,0.6184,172,30,12827.99,693,0.00325,0.6529,12717.46,27.01,0,Vigilancia
EC-001269,Microcrédito,Chimborazo,1117.56,0.6973,43,15,2008.28,694,0.00284,0.5573,1826.6,2.89,0,Vigilancia
EC-001270,Microcrédito,Tungurahua,1122.83,0.3715,53,15,3316.24,766,0.002,0.6038,2736.82,3.3,0,Vigilancia
EC-001271,Comercial,Guayas,834.78,0.2003,22,0,23551.6,801,0.002,0.3547,22453.92,15.93,0,Normal
EC-001272,Microcrédito,Chimborazo,5319.77,0.5199,98,5,2320.56,748,0.002,0.6008,1737.94,2.09,0,Vigilancia
EC-001273,Microcrédito,Pichincha,10663.6,0.2421,37,0,3284.07,887,0.002,0.6257,2481.24,3.11,0,Normal
EC-001274,Productivo,El Oro,1620.94,0.0283,154,0,4593.0,877,0.002,0.4862,3561.03,3.46,0,Normal
EC-001275,Consumo,Guayas,936.1,0.3642,53,0,6689.89,870,0.002,0.513,6247.0,6.41,0,Normal
EC-001276,Microcrédito,Tungurahua,515.94,0.274,120,0,3626.59,830,0.002,0.3673,3026.36,2.22,0,Normal
EC-001277,Consumo,Manabí,1884.33,0.6863,35,0,2263.18,704,0.002,0.4076,2036.68,1.66,0,Normal
EC-001278,Consumo,Manabí,1797.88,0.1575,59,5,3689.55,852,0.002,0.3686,2896.61,2.14,0,Vigilancia
EC-001279,Vivienda,Tungurahua,1446.15,0.1915,31,0,5668.03,828,0.002,0.25,5314.59,2.66,0,Normal
EC-001280,Productivo,Imbabura,2550.12,0.6832,100,0,12486.24,776,0.002,0.614,11792.83,14.48,0,Normal
EC-001281,Microcrédito,Loja,2855.1,0.2805,5,0,7799.39,765,0.002,0.3859,6518.05,5.03,0,Normal
EC-001282,Microcrédito,Chimborazo,2724.4,0.4165,15,0,965.21,713,0.002,0.6541,751.51,0.98,0,Normal
EC-001283,Microcrédito,Manabí,1798.16,0.543,91,15,2828.71,749,0.002,0.627,2535.7,3.18,0,Vigilancia
EC-001284,Productivo,Guayas,1079.17,0.1846,99,0,12900.56,864,0.002,0.5402,10213.61,11.03,0,Normal
EC-001285,Comercial,Pichincha,3404.29,0.3925,60,0,19061.72,802,0.002,0.6728,14515.92,19.53,0,Normal
EC-001286,Comercial,Azuay,2226.38,0.2941,78,0,10995.11,837,0.002,0.6412,9812.29,12.58,0,Normal
EC-001287,Microcrédito,Tungurahua,3934.08,0.3317,75,0,1415.75,828,0.002,0.4235,1222.66,1.04,0,Normal
EC-001288,Microcrédito,El Oro,3690.62,0.479,137,0,5564.21,732,0.002,0.6648,5226.84,6.95,0,Normal
EC-001289,Microcrédito,Loja,876.43,0.3135,81,0,2014.24,810,0.002,0.4962,1615.11,1.6,0,Normal
EC-001290,Microcrédito,Manabí,869.36,0.4587,153,5,1052.91,813,0.002,0.4011,824.52,0.66,0,Vigilancia
EC-001291,Microcrédito,Los Ríos,1351.4,0.399,40,90,5748.95,662,0.00848,0.416,5170.3,18.24,0,Dudoso
EC-001292,Productivo,El Oro,1111.46,0.3192,36,15,11155.53,727,0.002,0.5758,10221.77,11.77,0,Vigilancia
EC-001293,Microcrédito,Pichincha,3608.02,0.2247,73,0,3055.45,822,0.002,0.6759,2553.57,3.45,0,Normal
EC-001294,Microcrédito,Pichincha,2774.85,0.3412,15,0,1818.09,813,0.002,0.4969,1534.21,1.52,0,Normal
EC-001295,Microcrédito,Manabí,4511.88,0.3128,121,45,3060.28,826,0.002,0.5391,2309.27,2.49,0,Deficiente
EC-001296,Microcrédito,Manabí,2857.54,0.2943,71,0,7259.98,746,0.002,0.4491,6181.42,5.55,0,Normal
EC-001297,Consumo,Los Ríos,2529.11,0.4309,66,90,12408.66,672,0.00775,0.629,12274.29,59.87,0,Dudoso
EC-001298,Consumo,El Oro,4816.6,0.4002,97,0,4293.55,768,0.002,0.388,3228.04,2.5,0,Normal
EC-001299,Productivo,Imbabura,2996.87,0.3102,15,0,20948.13,819,0.002,0.5421,18414.05,19.97,0,Normal
EC-001300,Microcrédito,El Oro,2308.3,0.1893,68,0,3237.9,857,0.002,0.5435,2347.96,2.55,0,Normal
EC-001301,Consumo,Loja,5780.78,0.3118,175,90,11108.21,697,0.00418,0.3504,9009.92,13.19,0,Dudoso
EC-001302,Microcrédito,Tungurahua,2380.03,0.5394,114,180,5003.19,624,0.07713,0.6604,4668.58,237.8,0,Pérdida
EC-001303,Vivienda,Tungurahua,1811.99,0.3937,104,60,16460.39,752,0.002,0.25,14465.48,7.23,0,Deficiente
EC-001304,Consumo,Imbabura,1281.02,0.5193,92,0,10477.16,753,0.002,0.5043,7781.57,7.85,0,Normal
EC-001305,Vivienda,Guayas,3487.59,0.7532,85,30,34075.32,626,0.00804,0.25,28845.19,57.96,0,Vigilancia
EC-001306,Comercial,Tungurahua,4934.88,0.3118,169,0,26902.51,875,0.002,0.6301,19965.46,25.16,0,Normal
EC-001307,Productivo,Azuay,2136.91,0.3916,168,0,31735.87,827,0.002,0.3885,26169.03,20.33,0,Normal
EC-001308,Productivo,Imbabura,5167.5,0.2602,74,15,16763.69,828,0.002,0.3779,15679.2,11.85,0,Vigilancia
EC-001309,Consumo,Imbabura,613.69,0.7079,167,120,2082.72,527,0.11001,0.5775,1650.16,104.83,0,Pérdida
EC-001310,Comercial,Tungurahua,2130.17,0.7477,15,0,21248.52,732,0.002,0.5346,17996.41,19.24,0,Normal
EC-001311,Microcrédito,Chimborazo,2151.54,0.2853,58,0,2991.33,883,0.002,0.5742,2572.82,2.95,0,Normal
EC-001312,Comercial,El Oro,1376.71,0.2003,55,0,45877.62,822,0.002,0.5388,43992.84,47.4,0,Normal
EC-001313,Productivo,Pichincha,10399.47,0.2313,126,0,13195.61,854,0.002,0.5897,9949.77,11.73,0,Normal
EC-001314,Consumo,Tungurahua,2115.35,0.3748,110,0,7020.23,763,0.002,0.4011,6136.51,4.92,0,Normal
EC-001315,Consumo,Imbabura,1694.22,0.2768,86,60,1299.99,710,0.00227,0.4212,947.2,0.91,0,Deficiente
EC-001316,Productivo,Guayas,2245.93,0.4078,47,0,25233.71,744,0.002,0.4282,18827.74,16.12,0,Normal
EC-001317,Microcrédito,Guayas,600.75,0.2785,92,15,2194.09,791,0.002,0.4875,1715.35,1.67,0,Vigilancia
EC-001318,Consumo,Azuay,1347.61,0.3123,49,0,2146.0,787,0.002,0.6007,1977.58,2.38,0,Normal
EC-001319,Vivienda,Los Ríos,4184.35,0.4666,90,0,22676.57,795,0.002,0.25,16588.15,8.29,0,Normal
EC-001320,Vivienda,El Oro,1467.31,0.4505,62,0,34943.41,739,0.002,0.25,34405.96,17.2,0,Normal
EC-001321,Microcrédito,Chimborazo,1288.5,0.4176,160,0,5596.46,781,0.002,0.5487,4699.61,5.16,0,Normal
